review,category or product name,updated-by ,reference link,sentiment
"தமிழ் மொழிபெயர்ப்பில் உள்ள இத்தகைய அற்புதமான புத்தகம், நாம் பின்பற்ற வேண்டிய சில உள் அழகு பழக்கங்கள் உள்ளன, ஆனால் அன்றாட வாழ்க்கை துயரங்கள் காரணமாக எங்களால் அதை செய்ய முடியாது, இதைப் படித்த பிறகு நீங்கள் அந்த நடவடிக்கைகளை அதிக ஆற்றலுடனும் உற்சாகத்துடனும் செய்ய முடியும், ஆசிரியருக்கு நன்றி மற்றும் தமிழ் பதிப்பிற்கு மாறியவர்களுக்கு நன்றி, வெற்றியாளர்கள் புத்தகத்தை படிக்க வேண்டும்",Eat That Frog,priya,https://www.amazon.in/Eat-That-Frog-Brian-Tracy/product-reviews/9381506361/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,positive
வீட்டில் உள்ள ஒவ்வொருவருக்கும் படிக்க அதை வாங்கினார். நல்ல புத்தகம்,Eat That Frog,priya,https://www.amazon.in/Eat-That-Frog-Brian-Tracy/product-reviews/9381506361/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,positive
"இந்த புத்தகம் படிக்க நன்றாக இருந்தது மற்றும் நாம் நம் வாழ்க்கையில் செய்ய பல விஷயங்கள் நாம் எங்கள் வாழ்க்கையில் சார்பு நடிகர்களாக இருக்கிறோம் . இந்தப் புத்தகத்தைப் படிப்பதன் மூலம் நாம் சோம்பேறித்தனத்தையும், குறுகிய காலத்தில் விஷயங்களைச் செய்ய சிறந்த வழியையும் கடந்து, நமது இலக்கை எளிய வழியில் அடைய முடியும்...",Eat That Frog,priya,https://www.amazon.in/Eat-That-Frog-Brian-Tracy/product-reviews/9381506361/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,positive
எனக்கு இந்த புத்தகம் பிடிக்கும். நான் அமேசான் கின்டெல் இந்த புத்தகம் படித்தேன்.நீங்கள் தொடர்ந்து உங்கள் தவளை சாப்பிடுகிறீர்கள் என்றால் நீங்கள் உறுதியாக உங்கள் வாழ்க்கையில் வெற்றி பெறுவீர்கள்,Eat That Frog,priya,https://www.amazon.in/Eat-That-Frog-Brian-Tracy/product-reviews/9381506361/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,positive
"இந்த புத்தகம் நம் வாழ்க்கையின் புதிய தோற்றத்தை கொடுக்கும், அன்றாட வாழ்க்கையில் நமது சோம்பேறித்தனத்தை எவ்வாறு கையாள்வது.",Eat That Frog,priya,https://www.amazon.in/Eat-That-Frog-Brian-Tracy/product-reviews/9381506361/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,positive
"நான் என் அம்மாபுத்தகம் வாங்கியது, அவள் உள்ளடக்கத்தை பற்றி சந்தோஷமாக உள்ளது.",Eat That Frog,priya,https://www.amazon.in/Eat-That-Frog-Brian-Tracy/product-reviews/9381506361/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,positive
வணிகம் சார்ந்த புத்தகம்.. புத்தகத்தின் முக்கிய விஷயம் முதலில் உங்கள் முக்கியமான மற்றும் இலாபகரமான வேலையைச் செய்யுங்கள்.சிறிய வேலையை புறக்கணிக்கவும்.,Eat That Frog,priya,https://www.amazon.in/Eat-That-Frog-Brian-Tracy/product-reviews/9381506361/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,positive
இந்த ஒரு புத்தகம் உங்கள் வாழ்க்கையை அதிக உற்பத்தித் திறன் மிக்கதாக மாற்றுகிறது.,Eat That Frog,priya,https://www.amazon.in/Eat-That-Frog-Brian-Tracy/product-reviews/9381506361/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,positive
"நான் என் வாசிப்பு வாழ்க்கையில் ஒரு திருப்புமுனை புத்தகம் குறிப்பிட வேண்டும் என்றால், நான் இந்த புத்தகம் பெயரிட வேண்டும்.நான் என்ன சொல்கிறேன் என்பதை உணர இந்த புத்தகத்தைப் படிக்கவும்..",Eat That Frog,priya,https://www.amazon.in/Eat-That-Frog-Brian-Tracy/product-reviews/9381506361/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,positive
சிறந்த ஒன்று,Eat That Frog,priya,https://www.amazon.in/Eat-That-Frog-Brian-Tracy/product-reviews/9381506361/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,positive
நன்று,Eat That Frog,priya,https://www.amazon.in/Eat-That-Frog-Brian-Tracy/product-reviews/9381506361/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,positive
இப்போது தான் பெறப்பட்டது... நல்ல புத்தகம்... நல்ல காகித தரம்...,Eat That Frog,priya,https://www.amazon.in/Eat-That-Frog-Brian-Tracy/product-reviews/9381506361/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,positive
சூப்பர் புத்தகம்... ஒருவருக்கு நல்ல பரிசு ,Eat That Frog,priya,https://www.amazon.in/Eat-That-Frog-Brian-Tracy/product-reviews/9381506361/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,positive
நல்ல புத்தகம் தங்கள் வேலை கடமைகளை மூட போராடும் ஒவ்வொரு தொழில்முறை படிக்க வேண்டும். அனைவரும் இந்த புத்தகத்தை விரும்புவார்கள் என்று நம்புகிறேன்,Eat That Frog,priya,https://www.amazon.in/Eat-That-Frog-Brian-Tracy/product-reviews/9381506361/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,positive
தள்ளிப்போடுபவர்களுக்கான அத்தகைய இறுதி புத்தகம்.,Eat That Frog,priya,https://www.amazon.in/Eat-That-Frog-Brian-Tracy/product-reviews/9381506361/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,positive
ஒரு அற்புதமான புத்தகத்தை வழங்கியதற்காக திரு. மூளை ட்ரேசிக்கு நான் மிகவும் மகிழ்ச்சியடைகிறேன்.இது அதிக நேர்மறை ஆற்றலைக் கொடுக்கும்.,Eat That Frog,priya,https://www.amazon.in/Eat-That-Frog-Brian-Tracy/product-reviews/9381506361/ref=cm_cr_getr_d_paging_btm_next_3?ie=UTF8&reviewerType=all_reviews&pageNumber=3,positive
ஒவ்வொருவரும் இந்தப் புத்தகத்தைப் படிக்க வேண்டும்..,Eat That Frog,priya,https://www.amazon.in/Eat-That-Frog-Brian-Tracy/product-reviews/9381506361/ref=cm_cr_getr_d_paging_btm_next_3?ie=UTF8&reviewerType=all_reviews&pageNumber=3,positive
நல்ல புத்தகம்,Eat That Frog,priya,https://www.amazon.in/Eat-That-Frog-Brian-Tracy/product-reviews/9381506361/ref=cm_cr_getr_d_paging_btm_next_3?ie=UTF8&reviewerType=all_reviews&pageNumber=3,positive
"ஒரு சிறந்த புத்தகம்.ஒரு உடற்பயிற்சியைப் பின்பற்றவும், நமது அன்றாட வாழ்க்கை நிறைய மாறுகிறது.",Eat That Frog,priya,https://www.amazon.in/Eat-That-Frog-Brian-Tracy/product-reviews/9381506361/ref=cm_cr_getr_d_paging_btm_next_3?ie=UTF8&reviewerType=all_reviews&pageNumber=3,positive
மிகவும் மோசமான மொழிபெயர்ப்பு. நீங்கள் தேர்ச்சி பெற்றிருந்தால் ஆங்கிலம் முயற்சிக்கவும்.,Eat That Frog,priya,https://www.amazon.in/Eat-That-Frog-Brian-Tracy/product-reviews/9381506361/ref=cm_cr_getr_d_paging_btm_next_3?ie=UTF8&reviewerType=all_reviews&pageNumber=3,negative
வாழ்க்கை மேலே உயர்த்துகிறது,Eat That Frog,priya,https://www.amazon.in/Eat-That-Frog-Brian-Tracy/product-reviews/9381506361/ref=cm_cr_getr_d_paging_btm_next_3?ie=UTF8&reviewerType=all_reviews&pageNumber=3,positive
அழகு,Eat That Frog,priya,https://www.amazon.in/Eat-That-Frog-Brian-Tracy/product-reviews/9381506361/ref=cm_cr_getr_d_paging_btm_next_4?ie=UTF8&reviewerType=all_reviews&pageNumber=4,positive
தயாரிப்பு நல்ல ஒவ்வொரு விஷயத்திற்கும் முழு பயன்பாடு,Eat That Frog,priya,https://www.amazon.in/Eat-That-Frog-Brian-Tracy/product-reviews/9381506361/ref=cm_cr_getr_d_paging_btm_next_4?ie=UTF8&reviewerType=all_reviews&pageNumber=4,positive
வாழ்க்கையில் முன் வருபவர்களுக்கு மிகவும் அவசியம்,Eat That Frog,priya,https://www.amazon.in/Eat-That-Frog-Brian-Tracy/product-reviews/9381506361/ref=cm_cr_getr_d_paging_btm_next_4?ie=UTF8&reviewerType=all_reviews&pageNumber=4,positive
மிகவும் புத்தக நேர மேலாண்மை படிக்க வேண்டும்,Eat That Frog,priya,https://www.amazon.in/Eat-That-Frog-Brian-Tracy/product-reviews/9381506361/ref=cm_cr_getr_d_paging_btm_next_4?ie=UTF8&reviewerType=all_reviews&pageNumber=4,positive
வாழ்க்கை நல்ல 21 மூலோபாயம்,Eat That Frog,priya,https://www.amazon.in/Eat-That-Frog-Brian-Tracy/product-reviews/9381506361/ref=cm_cr_getr_d_paging_btm_next_4?ie=UTF8&reviewerType=all_reviews&pageNumber=4,positive
நான் இந்த புத்தகத்தை நேசிக்கிறேன்,Eat That Frog,priya,https://www.amazon.in/Eat-That-Frog-Brian-Tracy/product-reviews/9381506361/ref=cm_cr_getr_d_paging_btm_next_4?ie=UTF8&reviewerType=all_reviews&pageNumber=4,positive
அற்புதமான புத்தகம்,Eat That Frog,priya,https://www.amazon.in/Eat-That-Frog-Brian-Tracy/product-reviews/9381506361/ref=cm_cr_getr_d_paging_btm_next_4?ie=UTF8&reviewerType=all_reviews&pageNumber=4,positive
"மிக நல்ல புத்தகம்,",Eat That Frog,priya,https://www.amazon.in/Eat-That-Frog-Brian-Tracy/product-reviews/9381506361/ref=cm_cr_getr_d_paging_btm_next_5?ie=UTF8&reviewerType=all_reviews&pageNumber=5,positive
ஆச்சரியம்,Eat That Frog,priya,https://www.amazon.in/Eat-That-Frog-Brian-Tracy/product-reviews/9381506361/ref=cm_cr_getr_d_paging_btm_next_5?ie=UTF8&reviewerType=all_reviews&pageNumber=5,positive
இந்த புத்தகம் நன்றாக விளக்கியுள்ளது .. நீங்கள் எவ்வளவு உற்பத்தி செய்கிறீர்கள்? .. உங்கள் இலக்குகளை அடைய உங்களுக்கு நேரம் இல்லை என்றால். இந்த புத்தகத்தின் அறிவுரை நிறைய விஷயங்கள் ..... உங்கள் வாழ்க்கையில் ஏதேனும் பெரிய லட்சியம் இருந்தால் இந்த புத்தகத்தை கட்டாயம் படிக்கவும்,Eat That Frog,priya,https://www.amazon.in/Eat-That-Frog-Brian-Tracy/product-reviews/9381506361/ref=cm_cr_getr_d_paging_btm_next_5?ie=UTF8&reviewerType=all_reviews&pageNumber=5,positive
நல்ல மற்றும் படிக்க வேண்டிய புத்தகம். புத்தகத்தின் மோசமான பகுதி தமிழ் மொழிபெயர்ப்பு. இந்த புத்தகங்களின் தமிழ் மொழிபெயர்ப்பை விட கூகுள் மொழிபெயர்ப்பு நன்றாக இருக்கும். தயவுசெய்து இந்த புத்தகத்தை தமிழில் படிக்காமல் ஆங்கிலத்தில் படிக்கவும்.,Eat That Frog,priya,https://www.amazon.in/Eat-That-Frog-Brian-Tracy/product-reviews/9381506361/ref=cm_cr_getr_d_paging_btm_next_5?ie=UTF8&reviewerType=all_reviews&pageNumber=5,positive
அனைவராலும் படிக்க பரிந்துரைக்கப்படும் நல்ல புத்தகம்,Eat That Frog,priya,https://www.amazon.in/Eat-That-Frog-Brian-Tracy/product-reviews/9381506361/ref=cm_cr_getr_d_paging_btm_next_5?ie=UTF8&reviewerType=all_reviews&pageNumber=5,positive
"புத்தகம் படிக்க எளிதானது மற்றும் முதல் அத்தியாயத்திலிருந்தே நீங்கள் எப்படி எளிதாக மாற்றலாம் என்பது பற்றிய நுண்ணறிவு கிடைக்கும். நீங்கள் முதலில் முழு புத்தகத்தையும் படிக்க வேண்டியதில்லை.
புத்தகம் குறுகிய, தெளிவான அத்தியாயங்களாக பிரிக்கப்பட்டுள்ளது.
இது வழக்கமாக அழகான மேற்கோள்கள் மற்றும் ஒரு-வரிசைகளைக் கொண்டுள்ளது. உதாரணமாக இதை நீங்கள் விளக்கக்காட்சியில் பயன்படுத்தலாம்.
உண்மையில் எந்த குறைபாடுகளும் இல்லை. இது அமெரிக்க பாணி, நீங்கள் அதை நேசிக்க வேண்டும். ஆனால் புத்தகம் சொல்வதை நீங்கள் பயன்படுத்தினால், நீங்கள் நிச்சயமாக வாழ்க்கையில் முன்னேறுவீர்கள்!
நான் கொஞ்சம் தவறவிட்ட ஒரே விஷயம், மக்கள் அதைப் பயன்படுத்துவதற்கான சில விரிவான நிஜ வாழ்க்கை உதாரணங்கள். அவர்கள் அங்கே இருக்கிறார்கள், ஆனால் என் அனுபவத்தில் மிகக் குறைவாகவும் மிகச் சுருக்கமாகவும். இது புத்தகத்திற்கு இன்னும் கொஞ்சம் நம்பகத்தன்மையையும் வாசிப்பு மகிழ்ச்சியையும் கொடுத்திருக்கும்.
ஆனால் தினசரி அடிப்படையில் பற்றாக்குறை உள்ளவர்கள் மற்றும்/அல்லது வாழ்க்கையில் அதிகம் சாதிக்க விரும்பும் நபர்களுக்கு கண்டிப்பாக படிக்க வேண்டியது.",Eat That Frog,priya,https://www.amazon.in/Eat-That-Frog-Brian-Tracy/product-reviews/9381506361/ref=cm_cr_getr_d_paging_btm_next_5?ie=UTF8&reviewerType=all_reviews&pageNumber=5,positive
மிகச் சிறந்த புத்தகம் கட்டாயம் வாங்கிப் படியுங்கள்,Eat That Frog,maha,https://www.amazon.in/Eat-That-Frog-Brian-Tracy/dp/9381506361/ref=cm_cr_arp_d_bdcrb_top?ie=UTF8,positive
"அருமையான புத்தகம் அனைவரும் வாங்கி பயனடையுங்கள் 
நன்றி.
",Eat That Frog,maha,https://www.amazon.in/Eat-That-Frog-Brian-Tracy/dp/9381506361/ref=cm_cr_arp_d_bdcrb_top?ie=UTF8,positive
"உணர்ச்சி நுண்ணறிவு கருத்து பற்றி நன்கு எழுதப்பட்ட புத்தகம். எளிமையான மொழியில் படிக்க எளிதானது மற்றும் கருத்தை விளக்கினார். மக்கள் ""உணர்ச்சிகளால் ஆனவர்கள்"" ஆனால் எங்கு காண்பிப்பது, எப்படி காண்பிப்பது, எப்போது காண்பிப்பது, யாரைக் காண்பிப்பது போன்றவை ஒருவரை நேசிக்கவோ அல்லது வெறுக்கவோ செய்கிறது ... மேலும் அவனுடைய உணர்ச்சிகளைப் புரிந்துகொண்டு கட்டுப்பாட்டில் வைத்திருப்பவர் மற்றவர்களுடன் பச்சாத்தாபம் வாழ்க்கையில் வெற்றி பெறும். பணக்கார உள்ளடக்கம் கொண்ட புத்தகம் மற்றும் அதை தவறவிடாதீர்கள்!",Emotional Intelligence (Tamil),priya,https://www.amazon.in/Emotional-Intelligence-Tamil-%E0%AE%9A%E0%AF%8B%E0%AE%AE-%E0%AE%B5%E0%AE%B3%E0%AF%8D%E0%AE%B3%E0%AE%BF%E0%AE%AF%E0%AE%AA%E0%AF%8D%E0%AE%AA%E0%AE%A9%E0%AF%8D-ebook/product-reviews/B01M690RO4/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=1,positive
"முடிவுகளை எடுப்பதில் உங்கள் மனதுக்கும் புத்திசாலித்தனத்துக்கும் இடையே எப்போதும் ஒரு நிலையான போர் இருக்கும். மனம் உணர்ச்சிகளைப் பின்பற்றுகிறது. அறிவாற்றல் தர்க்கத்தையும் காரணத்தையும் பின்பற்றுகிறது. ஆனால் பெரும்பாலும், மனம் எப்போதும் வெல்லும். இது ஏன் நடக்கிறது? இந்தப் புத்தகம் அதை நல்ல உதாரணங்களுடன் தெளிவாக விளக்குகிறது. உங்கள் உணர்ச்சிகளை உங்கள் புத்திசாலித்தனத்துடன் புத்திசாலித்தனமாக கற்றுக்கொள்ள கற்றுக்கொள்ளுங்கள்.",Emotional Intelligence (Tamil),priya,https://www.amazon.in/Emotional-Intelligence-Tamil-%E0%AE%9A%E0%AF%8B%E0%AE%AE-%E0%AE%B5%E0%AE%B3%E0%AF%8D%E0%AE%B3%E0%AE%BF%E0%AE%AF%E0%AE%AA%E0%AF%8D%E0%AE%AA%E0%AE%A9%E0%AF%8D-ebook/product-reviews/B01M690RO4/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=1,positive
சோமாவுக்கு என் தாழ்மையான நன்றி. வள்ளியப்பன் சார். லீனா சார் டிடிவிவி ஏற்பாடு செய்த அம்பத்தூரில் ஏற்பாடு செய்யப்பட்ட அவரது கருத்தரங்கில் கலந்து கொள்ள எனக்கு வாய்ப்பு கிடைத்தது. அற்புதமான முழு மெசேஜ்கள் பக்கம் 1 முதல் இறுதி வரை உயர்த்தப்பட வேண்டும். நன்றி சார்.,Emotional Intelligence (Tamil),priya,https://www.amazon.in/Emotional-Intelligence-Tamil-%E0%AE%9A%E0%AF%8B%E0%AE%AE-%E0%AE%B5%E0%AE%B3%E0%AF%8D%E0%AE%B3%E0%AE%BF%E0%AE%AF%E0%AE%AA%E0%AF%8D%E0%AE%AA%E0%AE%A9%E0%AF%8D-ebook/product-reviews/B01M690RO4/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=1,neutral
"ஒவ்வொரு நபருக்கும் ஒரு இருட்டு அறை உள்ளது. இந்த வகை புத்தகங்கள் அதை நன்கு புரிந்துகொள்ளவும் அதை இன்னும் சிறப்பாக நிர்வகிக்கவும் வெளிச்சத்தை கொடுக்கும். இட்லி தத்துவம் ஒரு தனித்துவமான ஆய்வு, இது பல இதயங்களை அடைய வேண்டும். அப்போதுதான் ஒவ்வொரு அமைப்பும் சுத்திகரிக்கப்படும். தொடரை சிறப்பாக வாழுங்கள். அதை நினைவில் வைத்துக்கொள்ளுங்கள்.",Emotional Intelligence (Tamil),priya,https://www.amazon.in/Emotional-Intelligence-Tamil-%E0%AE%9A%E0%AF%8B%E0%AE%AE-%E0%AE%B5%E0%AE%B3%E0%AF%8D%E0%AE%B3%E0%AE%BF%E0%AE%AF%E0%AE%AA%E0%AF%8D%E0%AE%AA%E0%AE%A9%E0%AF%8D-ebook/product-reviews/B01M690RO4/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=1,positive
"ஆசிரியர் சரியான எடுத்துக்காட்டுகள் மூலம் உண்மைகளை அழகாக விளக்கியுள்ளார். ""இட்லி"" பற்றிய அவரது உருவகக் குறிப்பு வாசிப்பை மிகவும் சுவாரஸ்யமாக்கியது. ஒரு இளைஞனாக & பேராசிரியராக, நான் இந்த புத்தகத்தை என் மாணவர்கள் மற்றும் நண்பர்களுக்கு பரிந்துரைக்கிறேன்.",Emotional Intelligence (Tamil),priya,https://www.amazon.in/Emotional-Intelligence-Tamil-%E0%AE%9A%E0%AF%8B%E0%AE%AE-%E0%AE%B5%E0%AE%B3%E0%AF%8D%E0%AE%B3%E0%AE%BF%E0%AE%AF%E0%AE%AA%E0%AF%8D%E0%AE%AA%E0%AE%A9%E0%AF%8D-ebook/product-reviews/B01M690RO4/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=1,positive
இந்த புத்தகம் உண்மையில் அதிக கவலை பிரச்சனை உள்ளவர்களுக்கு அவசியம். இந்த புத்தகம் நிலைமையை எவ்வாறு நிர்வகிப்பது மற்றும் நாம் எப்படி முடிவுகளை எடுக்க வேண்டும் என்பதை வெளிப்படுத்துகிறது. நீங்கள் அதற்கு செல்லலாம். பணத்திற்கு மதிப்பு.,Emotional Intelligence (Tamil),priya,https://www.amazon.in/Emotional-Intelligence-Tamil-%E0%AE%9A%E0%AF%8B%E0%AE%AE-%E0%AE%B5%E0%AE%B3%E0%AF%8D%E0%AE%B3%E0%AE%BF%E0%AE%AF%E0%AE%AA%E0%AF%8D%E0%AE%AA%E0%AE%A9%E0%AF%8D-ebook/product-reviews/B01M690RO4/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=1,positive
தமிழில் நல்ல புத்தகம். அடிப்படை இதை கற்றுக்கொள்ள முடியும். ஆனால் இந்த புத்தகங்களில் விமர்சன நுண்ணறிவு இல்லை. புதியவர்களாக. முன்முயற்சி எடுத்த ஆசிரியருக்கு நன்றி.,Emotional Intelligence (Tamil),priya,https://www.amazon.in/Emotional-Intelligence-Tamil-%E0%AE%9A%E0%AF%8B%E0%AE%AE-%E0%AE%B5%E0%AE%B3%E0%AF%8D%E0%AE%B3%E0%AE%BF%E0%AE%AF%E0%AE%AA%E0%AF%8D%E0%AE%AA%E0%AE%A9%E0%AF%8D-ebook/product-reviews/B01M690RO4/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=1,negative
மிகவும் சுவாரஸ்யமானது .. கவர் அட்டைப் படிக்க .. உணர்ச்சிகளைக் கட்டுப்படுத்துவது மற்றும் அதன் நன்மைகள் போன்ற பல எடுப்புகள் .. ஒரு பிரச்சினையிலிருந்து தீர்வு காணத் தேடுவோருக்கு இந்தப் புத்தகத்தை பரிந்துரைக்கிறேன். ஆசிரியருக்கு நன்றி.,Emotional Intelligence (Tamil),priya,https://www.amazon.in/Emotional-Intelligence-Tamil-%E0%AE%9A%E0%AF%8B%E0%AE%AE-%E0%AE%B5%E0%AE%B3%E0%AF%8D%E0%AE%B3%E0%AE%BF%E0%AE%AF%E0%AE%AA%E0%AF%8D%E0%AE%AA%E0%AE%A9%E0%AF%8D-ebook/product-reviews/B01M690RO4/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=1,positive
"மிக நல்ல புத்தகம், குறிப்பாக பிராந்திய எடுத்துக்காட்டுகளுடன் கூடிய தமிழ் பதிப்பு தொடர்புடையது மற்றும் புரிந்துகொள்வதை எளிதாக்குகிறது.

நீங்கள் ஈக்யூ அல்லது உங்கள் உணர்ச்சிபூர்வமான எதிர்வினைகளைப் புரிந்து கொள்ள முயற்சிக்கிறீர்கள் என்றால் இது படிக்க சரியான புத்தகம் !!",Emotional Intelligence (Tamil),priya,https://www.amazon.in/Emotional-Intelligence-Tamil-%E0%AE%9A%E0%AF%8B%E0%AE%AE-%E0%AE%B5%E0%AE%B3%E0%AF%8D%E0%AE%B3%E0%AE%BF%E0%AE%AF%E0%AE%AA%E0%AF%8D%E0%AE%AA%E0%AE%A9%E0%AF%8D-ebook/product-reviews/B01M690RO4/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=1,positive
"உணர்ச்சிகள் மற்றும் அதன் விளைவுகள் பற்றிய அடிப்படைகளை அறிய ஒரு நல்ல புத்தகம். வாழ்க்கையில் விண்ணப்பிக்க வேண்டும். ஆசிரியருக்கு பாராட்டுக்கள்.
எளிய நுட்பங்கள் விளக்கினாலும், அது நம் அன்றாட வாழ்வில் நடைமுறைப்படுத்தப்பட வேண்டும். அப்போதுதான் நாம் சாதிப்போம்.",Emotional Intelligence (Tamil),priya,https://www.amazon.in/Emotional-Intelligence-Tamil-%E0%AE%9A%E0%AF%8B%E0%AE%AE-%E0%AE%B5%E0%AE%B3%E0%AF%8D%E0%AE%B3%E0%AE%BF%E0%AE%AF%E0%AE%AA%E0%AF%8D%E0%AE%AA%E0%AE%A9%E0%AF%8D-ebook/product-reviews/B01M690RO4/ref=cm_cr_getr_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,positive
ஒருவருக்கொருவர் திறன்களை மேம்படுத்த விரும்பும் ஒவ்வொரு நபருக்கும் சிறந்த புத்தகம். விவரிக்கும் முறை எப்போதும் போல் சிறந்தது. தினமணியிலிருந்து எனது பள்ளிப் பருவத்திலிருந்தே அவருடைய கட்டுரைகளைப் பின்பற்றி வருகிறேன். நன்றி ஐயா.,Emotional Intelligence (Tamil),priya,https://www.amazon.in/Emotional-Intelligence-Tamil-%E0%AE%9A%E0%AF%8B%E0%AE%AE-%E0%AE%B5%E0%AE%B3%E0%AF%8D%E0%AE%B3%E0%AE%BF%E0%AE%AF%E0%AE%AA%E0%AF%8D%E0%AE%AA%E0%AE%A9%E0%AF%8D-ebook/product-reviews/B01M690RO4/ref=cm_cr_getr_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,positive
அனைவரும் இந்த புத்தகத்தை தகவலுக்கு படிக்கவும் ...,Emotional Intelligence (Tamil),priya,https://www.amazon.in/Emotional-Intelligence-Tamil-%E0%AE%9A%E0%AF%8B%E0%AE%AE-%E0%AE%B5%E0%AE%B3%E0%AF%8D%E0%AE%B3%E0%AE%BF%E0%AE%AF%E0%AE%AA%E0%AF%8D%E0%AE%AA%E0%AE%A9%E0%AF%8D-ebook/product-reviews/B01M690RO4/ref=cm_cr_getr_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,positive
உணர்ச்சிகளைக் கட்டுப்படுத்தி வாழ்க்கையில் வெற்றிபெற வேண்டிய ஒவ்வொருவரும் புத்தகத்தைப் படிக்க வேண்டும். ஆசிரியர் ஒவ்வொரு அத்தியாயத்தையும் புரிந்துகொள்ள எளிதான எடுத்துக்காட்டுகளுடன் விளக்குகிறார்,Emotional Intelligence (Tamil),priya,https://www.amazon.in/Emotional-Intelligence-Tamil-%E0%AE%9A%E0%AF%8B%E0%AE%AE-%E0%AE%B5%E0%AE%B3%E0%AF%8D%E0%AE%B3%E0%AE%BF%E0%AE%AF%E0%AE%AA%E0%AF%8D%E0%AE%AA%E0%AE%A9%E0%AF%8D-ebook/product-reviews/B01M690RO4/ref=cm_cr_getr_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,positive
"அற்புதமான, நடைமுறை புத்தகம் பொருத்தமான எடுத்துக்காட்டுகளுடன். அமிக்டாலாவின் செல்வாக்கின் கீழ் உள்ள எவரும் படிக்க வேண்டும் மற்றும் சிந்திக்காமல் முடிவுகளை ஓட்டுங்கள்.",Emotional Intelligence (Tamil),priya,https://www.amazon.in/Emotional-Intelligence-Tamil-%E0%AE%9A%E0%AF%8B%E0%AE%AE-%E0%AE%B5%E0%AE%B3%E0%AF%8D%E0%AE%B3%E0%AE%BF%E0%AE%AF%E0%AE%AA%E0%AF%8D%E0%AE%AA%E0%AE%A9%E0%AF%8D-ebook/product-reviews/B01M690RO4/ref=cm_cr_getr_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,positive
"படிக்க நன்றாக இருக்கிறது. நம் உணர்ச்சிகளை எப்படி சமநிலைப்படுத்துவது, அதனால் நமக்கு என்ன நன்மைகள் கிடைக்கும் என்பதை அனைவரும் படித்து புரிந்து கொள்ள வேண்டும். சிறந்த ஒன்று",Emotional Intelligence (Tamil),priya,https://www.amazon.in/Emotional-Intelligence-Tamil-%E0%AE%9A%E0%AF%8B%E0%AE%AE-%E0%AE%B5%E0%AE%B3%E0%AF%8D%E0%AE%B3%E0%AE%BF%E0%AE%AF%E0%AE%AA%E0%AF%8D%E0%AE%AA%E0%AE%A9%E0%AF%8D-ebook/product-reviews/B01M690RO4/ref=cm_cr_getr_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,positive
